file,line_number,pattern,match_text,line_content
Content/Concepts/Station Timer.md,24,day_month,10th July,"A timer that always counts down to 10th July of every year, which is apparently an important event for the [[710 Tone|7/10 Tone]] channel. During [[STATION_8 TRIM 5|the]] [[STATION_8 TRIM 90|STATION_8]] [[STATION_8 TERMINAL 8 |livestreams]], a continuous frequency would play in the background while it counts down."
Content/Concepts/Station Timer.md,29,day_month,10th July,The timer's sole purpose is to count down to 10th July annually.
Content/Concepts/Station Timer.md,33,day_month_year,7th June 2025,"In 2025, the Station Timer screen (as seen above) started broadcasting on the ""ES-ETA"" livestream from 7th June 2025. However, it has been featured as far back as the ""[[30]]"" video."
Content/Concepts/Station Timer.md,37,day_month,10th July,"In [[STATION_8 TERMINAL 8]], the timer ended on 10th July at 3:00AM. When it ended, [[INDI]] asked the viewers to enter in a 5-digit code (referred to as ""the op code"" by [[SYSTEM]]) with the digits being contained in the descriptions of prime numbered logs ([[LOG-002.mp4]], [[LOG-007.mp4]], [[LOG-17.mp4]], [[LOG-31.mp4]], and finally [[LOG-71.mp4]]). The code (28634 when combined) was entered successfully and INDI began a transmission signal, but was overloaded and got found by someone (possibly the mysterious ""[[He]]"" figure)."
Content/Concepts/The Eyes.md,23,day_month_year,2nd August 2025,"It is a forbidden topic of discussion around [[SYSTEM]] since it crashes whenever the name is mentioned. In [[SERVER 01]], [[SYSTEM]] explained that it cannot read or write a statement that involves them (see [2nd August 2025 SYSTEM chats from SERVER 01](https://710tone.wiki/Discord/System-Chats#2nd-august-2025) for context)."
Content/Concepts/The Transmitter.md,18,day_month,10th August,"In [[SERVER 01]], [[The Sleuths]] helped [[SYSTEM]] unlock access to the transmitter by generating random keys with [[APP TRUSTED 02]], which they were successful in the end and [[SYSTEM]] found all 10 keys to gain access just in time before 10th August."
Content/Contribute/SERVER 01 Puzzles.md,6,month_year,August 2025,"Around August 2025, [[SYSTEM]] "
Content/Discord/System Chats.md,3,day_month_year,19th July 2025,### [[SYSTEM]] first joins [[The Sleuths]] Discord server (19th July 2025)
Content/Discord/System Chats.md,3210,day_month_year,20th July 2025,### Logged Session 3.1 (20th July 2025)
Content/Discord/System Chats.md,5196,day_month_year,21st July 2025,### Logged Session 4 (21st July 2025)
Content/Discord/System Chats.md,14457,day_month_year,22nd July 2025,### [[The Sleuths]] send [[SYSTEM]] their documentation spreadsheet (22nd July 2025)
Content/Discord/System Chats.md,15523,day_month_year,29th July 2025,### [[SYSTEM]] returns to the Discord (29th July 2025)
Content/Discord/System Chats.md,27111,day_month_year,28th July 2025,##### SYSTEM codes (28th July 2025)
Content/Discord/System Chats.md,27824,day_month_year,28th July 2025,##### SERVER 01 Invites (28th July 2025)
Content/Discord/System Chats.md,28221,day_month_year,10th September 2025,"**""Cancelled message"" DM (sent to @Abe, @L4N4U1997, @ThePortalNinja, @brorb, @Noel|HLF, and @Jovenly 'training for job' Cosmo on 10th September 2025)**"
Content/Discord/System Chats.md,28243,day_month_year,28th July 2025,##### 26th-28th July 2025 ([[SYSTEM]] getting the server setup)
Content/Discord/System Chats.md,28291,day_month_year,27th July 2025,"_(SYSTEM creates APP TRUSTED on 27th July 2025, 07:30)"
Content/Discord/System Chats.md,28292,day_month_year,27th July 2025,(bot renamed to APP TRUSTED 02 on 27th July 2025 11:26)_
Content/Discord/System Chats.md,28332,day_month_year,29th July 2025,##### 29th July 2025
Content/Discord/System Chats.md,28334,day_month_year,29th July 2025,"_(@Noel HLF enters the server on 29th July 2025, 01:21)"
Content/Discord/System Chats.md,28335,day_month_year,29th July 2025,"(@brorb enters the serveron 29th July 2025, 01:22)"
Content/Discord/System Chats.md,28336,day_month_year,29th July 2025,"(@Swordian enters the server on 29th July 2025, 01:25)"
Content/Discord/System Chats.md,28337,day_month_year,29th July 2025,"(@Abe enters the server on 29th July 2025, 01:26)_"
Content/Discord/System Chats.md,28596,day_month_year,29th July 2025,"_(@kayxsu joins the server on 29th July 2025, 01:50)_"
Content/Discord/System Chats.md,28659,day_month_year,29th July 2025,"_(@Carlos joins the server on 29th July 2025, 02:00)_"
Content/Discord/System Chats.md,28660,day_month_year,29th July 2025,"_(@Rick joins the server on 29th July 2025, 02:14)_"
Content/Discord/System Chats.md,28661,day_month_year,29th July 2025,"_(@Yuri joins the server on 29th July 2025, 08:17)"
Content/Discord/System Chats.md,28662,day_month_year,29th July 2025,(@ThePortalNinja joins in the server on 29th July 2025)_
Content/Discord/System Chats.md,29435,day_month_year,30th July 2025,##### 30th July 2025
Content/Discord/System Chats.md,29969,day_month_year,31st July 2025,##### 31st July 2025
Content/Discord/System Chats.md,30702,day_month_year,2nd August 2025,##### 2nd August 2025
Content/Discord/System Chats.md,32446,day_month_year,3rd August 2025,##### 3rd August 2025
Content/Discord/System Chats.md,34726,day_month_year,4th August 2025,##### 4th August 2025
Content/Discord/System Chats.md,34953,day_month_year,5th August 2025,##### 5th August 2025
Content/Discord/System Chats.md,35876,day_month_year,6th August 2025,##### 6th August 2025
Content/Discord/System Chats.md,37445,day_month_year,7th August 2025,##### 7th August 2025
Content/Discord/System Chats.md,39897,day_month_year,8th August 2025,##### 8th August 2025
Content/Discord/System Chats.md,42823,day_month_year,9th August 2025,##### 9th August 2025
Content/Discord/The Sleuths.md,8,day_month_year,2nd July 2025,"The group was created by @brorb on 2nd July 2025 after chatters in the then-ongoing 7/10 livestreams voiced interest for a community of ""sleuthers""."
Content/Discord/The Sleuths.md,12,day_month_year,23rd July 2025,The archive channel was created after the [[710 Tone|7/10 Tone]] YouTube channel started removing certain videos on 23rd July 2025.[^1]
Content/Guides/Custom Formatting Reference.md,208,day_month_year,28 July 2025,- Likes and comment counts must be integers. The posted label is freeform text (e.g. `28 July 2025` or `2 days ago`).
Content/YouTube/710 NPP.md,16,day_month_year,31st January 2025,"Second channel associated with [[710 Tone|7/10 Tone]], created 31st January 2025. Before [[Travis]] died, the channel was controlled by [[INDI]] during the [[STATION_8 TRIM 5]] livestream, until [[Travis]] gave control of the main channel ([[710 Tone|7/10 Tone]]) over to [[INDI]]. During [[STATION_8 TRIM 90]] and [[STATION_8 TERMINAL 8]], [[Kepler]] was managing the 7/10 NPP channel."
Content/YouTube/710 Tone.md,21,day_month_year,26th Jun 2021,"The channel [7/10 Tone](https://www.youtube.com/@7-10tone) was created on 26th Jun 2021. It mostly centers around [[The Logs]], with some hints around data, signals, machines (usually sentient-like AI), and time."
Content/YouTube/710 Tone.md,23,day_month_year,2nd January 2025,"There exists records of (confirmed) video uploads since early-mid 2023, although everything from before 2nd January 2025 has either been unlisted or deleted. The only known video to survive this “purge” is [[TRANSLATED-DD.PCV]] (24th July 2023), which went private sometime around August 2025, most likely after the 2025 ""purge"" (see below)."
Content/YouTube/710 Tone.md,23,day_month_year,24th July 2023,"There exists records of (confirmed) video uploads since early-mid 2023, although everything from before 2nd January 2025 has either been unlisted or deleted. The only known video to survive this “purge” is [[TRANSLATED-DD.PCV]] (24th July 2023), which went private sometime around August 2025, most likely after the 2025 ""purge"" (see below)."
Content/YouTube/710 Tone.md,23,month_year,August 2025,"There exists records of (confirmed) video uploads since early-mid 2023, although everything from before 2nd January 2025 has either been unlisted or deleted. The only known video to survive this “purge” is [[TRANSLATED-DD.PCV]] (24th July 2023), which went private sometime around August 2025, most likely after the 2025 ""purge"" (see below)."
Content/YouTube/710 Tone.md,81,day_month_year,10th July 2025,"On 10th July 2025, the channel posted a community post (see [[Community Posts]]) stating that all ""unmarked labels"" would be removed on 20th August 2025.<!-- discord-cite:cite-mh3h3z1q-1ggw5e -->"
Content/YouTube/710 Tone.md,81,day_month_year,20th August 2025,"On 10th July 2025, the channel posted a community post (see [[Community Posts]]) stating that all ""unmarked labels"" would be removed on 20th August 2025.<!-- discord-cite:cite-mh3h3z1q-1ggw5e -->"
Content/YouTube/710 Tone.md,107,day_month,10th August,"However, this date would later get changed to 10th August in a new community post update (see image above), then briefly to 3rd August before it quickly changed back to 10th August."
Content/YouTube/710 Tone.md,107,day_month,3rd August,"However, this date would later get changed to 10th August in a new community post update (see image above), then briefly to 3rd August before it quickly changed back to 10th August."
Content/YouTube/710 Tone.md,107,day_month,10th August,"However, this date would later get changed to 10th August in a new community post update (see image above), then briefly to 3rd August before it quickly changed back to 10th August."
Content/YouTube/710 Tone.md,109,day_month,10th August,"During the lead-up to 10th August, certain LOGs gradually got removed from the channels, accompanied with community posts announcing their removal."
Content/YouTube/710 Tone.md,112,day_month_year,23rd July 2025,**23rd July 2025:** [[LOG-124.mp4]] [[LOG-125.mp4]] [[LOG-126.mp4]] [[LOG-127.mp4]] [[LOG-154.mp4]] [[LOG-156.mp4]]
Content/YouTube/710 Tone.md,113,day_month_year,25th July  2025,**25th July  2025:** [[LOG-111.mp4]] [[LOG-123.mp4]] [[LOG-132]] [[33LOG-13]] [[LOG.138.mp4]]
Content/YouTube/710 Tone.md,114,day_month_year,27th July 2025,**27th July 2025:** [[LOG-102.mp3]] [[LOG-87.mp4]] [[LOG-47.mp4]] [[LOG-002.mp4]] [[LOG-005.mp4]] ([[LOG-46.mp4]] was added to the channel at this time)
Content/YouTube/710 Tone.md,115,day_month_year,28th July 2025,**28th July 2025:** [[LOG-84.mp4]] [[{ - . }re]] [[LOG-44.mp4]] [[LOG-003.mp4]] [[LOG-12.mp4]]
Content/YouTube/710 Tone.md,116,day_month_year,29th July 2025,**29th July 2025:** [[LOG-39..mp4]] [[LOG-10.mp4]] [[machina_ad_mortem.mp4]] [[LOG-006.mp4]] [[LONG_STR.mp4]]
Content/YouTube/710 Tone.md,117,day_month_year,1st August 2025,**1st August 2025:** [[LLOOGG--2211..mmpp44]] [[LOG-  .  + + +]] [[LOG-43.mp4]] [[LOG-48.mp4]] [[LOG-128.mp4]]
Content/YouTube/710 Tone.md,119,day_month,10th August,"Finally, as 10th August come around all community posts, livestreams, and videos (except for [[LOG-46.mp4]]) were removed from the channel completely, with the channel also listing 3 hidden videos on its page."
Content/YouTube/Livestreams/ECAA(TEST) CL5672.md,3,day_month_year,26th September 2024,_Uploaded 26th September 2024._
Content/YouTube/Livestreams/ECAA(TEST) CL5672.md,5,day_month_year,"10th August, 2025","The earliest known livestream that was archived before the channel was purged on 10th August, 2025."
Content/YouTube/Livestreams/ECAA(TEST) CL5909.md,3,day_month_year,5th November 2024,_Uploaded 5th November 2024._
Content/YouTube/Livestreams/ES-ETA (June 2025).md,3,day_month_year,7th June 2025,_Uploaded 7th June 2025._
Content/YouTube/Livestreams/ES-ETA (November 2024)/ES-ETA (November 2024).md,3,day_month_year,30th November 2024,_Uploaded 30th November 2024._
Content/YouTube/Livestreams/ES-ETA 5-5.md,3,day_month_year,28th June 2025,_Uploaded 28th June 2025._
Content/YouTube/Livestreams/STATION_8 TERMINAL 8/STATION_8 TERMINAL 8.md,11,day_month,8th July,"Livestream proceeds [[STATION_8 TRIM 90]]. Technical difficulties ([[Station Interruption]]) immediately as it starts, which get fixed by [[INDI]]. Stream resumes as normal into the next following day (8th July), viewers point out that there is only two more days left until the [[Station Timer]] ends, to which [[INDI]] says ""ONLY 2 DAYS LEFT? WHY DOES IT ALWAYS HAVE TO END LIKE THIS?"" in response."
Content/YouTube/Livestreams/STATION_8 TRIM 5/STATION_8 TRIM 5.md,1,day_month_year,3rd July 2025,"This is the summary of the livestream ""STATION_8 TRIM 5"", from 2nd and 3rd July 2025"
Content/YouTube/Livestreams/STATION_8 TRIM 90/STATION_8 TRIM 90.md,7,day_month_year,4th July 2025,"This is the summary of the livestream ""STATION_8 TRIM 90"" from 4th July 2025 to 7th July 2025."
Content/YouTube/Livestreams/STATION_8 TRIM 90/STATION_8 TRIM 90.md,7,day_month_year,7th July 2025,"This is the summary of the livestream ""STATION_8 TRIM 90"" from 4th July 2025 to 7th July 2025."
Content/YouTube/Videos/7-10 Tone/000001.md,11,day_month_year,16th August 2025,Uploaded 16th August 2025.
Content/YouTube/Videos/7-10 Tone/0034.md,12,day_month_year,1st September 2025,Uploaded 1st September 2025.
Content/YouTube/Videos/7-10 Tone/12_capturedRecall.md,13,day_month_year,27th September 2025,"Uploaded 27th September 2025, same as the [[710 NPP|7/10 NPP]] version."
Content/YouTube/Videos/7-10 Tone/20240NA@.md,12,day_month_year,11th May 2025,Uploaded 11th May 2025.
Content/YouTube/Videos/7-10 Tone/30.md,14,day_month_year,30th January 2025,Uploaded 30th January 2025.
Content/YouTube/Videos/7-10 Tone/33LOG-13.md,12,day_month_year,14th May 2025,Uploaded 14th May 2025.
"Content/YouTube/Videos/7-10 Tone/BACKTONE-COMPLETED{KPJV, ETSN, YMUK, WWEV}.md",14,day_month_year,24th June 2025,Uploaded 24th June 2025.
Content/YouTube/Videos/7-10 Tone/backtone.extend 5_f''5.5''.md,14,day_month_year,22nd June 2025,Uploaded 22nd June 2025.
Content/YouTube/Videos/7-10 Tone/backtone.extend 5_f''5.5''.md,18,day_month_year,"15 April, 1452","**Clues:** The term ""QUANDO NATUS EST"" is in Latin, translated as ""When he was born."" Leonardo DaVinci was born on 15 April, 1452. The alias [[D4V1NC1]] could also be related to this video."
Content/YouTube/Videos/7-10 Tone/DEAD_TERMINAL.md,11,day_month_year,29th April 2025,Uploaded 29th April 2025.
Content/YouTube/Videos/7-10 Tone/ERE IS ONE PERSON I KNOW IT'S KE.md,3,day_month_year,6th November 2025,Uploaded on 6th November 2025.
Content/YouTube/Videos/7-10 Tone/ERE IS ONE PERSON I KNOW IT'S KE.md,12,numeric_day_month_year,02-4-25,> 	date: 02-4-25
Content/YouTube/Videos/7-10 Tone/garbage_sgl.mp4.md,12,day_month_year,3rd June 2025,Uploaded 3rd June 2025.
Content/YouTube/Videos/7-10 Tone/hd_map01.md,12,day_month_year,11th August 2025,Uploaded 11th August 2025.
Content/YouTube/Videos/7-10 Tone/Hello.md,12,day_month_year,2nd April 2025,Uploaded 2nd April 2025.
Content/YouTube/Videos/7-10 Tone/HIS PERCEPTION.md,13,day_month_year,16th September 2025,Uploaded 16th September 2025.
Content/YouTube/Videos/7-10 Tone/KEY.md,13,day_month_year,10th July 2025,"Uploaded 10th July 2025, same as both [[lm-1]] and [[Parting Gifts]], shortly after [[INDI]] was found at the end of the [[STATION_8 TERMINAL 8]] livestream."
Content/YouTube/Videos/7-10 Tone/L - p {I-- 5.md,12,day_month_year,24th January 2025,Uploaded 24th January 2025.
Content/YouTube/Videos/7-10 Tone/LEAKED_1.mp4.md,13,day_month_year,1st May 2025,Uploaded 1st May 2025.
Content/YouTube/Videos/7-10 Tone/LLOOGG--2211..mmpp44.md,12,day_month_year,23rd January 2025,Uploaded 23rd January 2025.
Content/YouTube/Videos/7-10 Tone/lm-1.md,14,day_month_year,10th July 2025,"Uploaded 10th July 2025, same as [[KEY]] and [[Parting Gifts]]."
Content/YouTube/Videos/7-10 Tone/LOG-  .  + + +.md,12,day_month_year,21st May 2025,Uploaded 21st May 2025.
Content/YouTube/Videos/7-10 Tone/LOG--.mp4.md,11,day_month_year,17th February 2025,Uploaded 17th February 2025
Content/YouTube/Videos/7-10 Tone/LOG-002.mp4.md,12,day_month_year,2nd January 2025,Uploaded 2nd January 2025
Content/YouTube/Videos/7-10 Tone/LOG-003.mp4.md,7,day_month_year,3rd January 2025,Uploaded 3rd January 2025.
Content/YouTube/Videos/7-10 Tone/LOG-004.mp4.md,7,day_month_year,4th January  2025,Uploaded 4th January  2025.
Content/YouTube/Videos/7-10 Tone/LOG-005.mp4.md,7,day_month_year,5th January  2025,Uploaded 5th January  2025
Content/YouTube/Videos/7-10 Tone/LOG-006.mp4.md,7,day_month_year,5th January 2025,"Uploaded 5th January 2025, same as [[LOG-005.mp4]]."
Content/YouTube/Videos/7-10 Tone/LOG-007.mp4.md,12,day_month_year,7th January 2025,Uploaded 7th January 2025.
Content/YouTube/Videos/7-10 Tone/LOG-008.mp4.md,7,day_month_year,8th January 2025,Uploaded 8th January 2025.
Content/YouTube/Videos/7-10 Tone/LOG-10.mp4.md,7,day_month_year,10th January 2025,Uploaded 10th January 2025.
Content/YouTube/Videos/7-10 Tone/LOG-100.mp4.md,11,day_month_year,11th April 2025,Uploaded 11th April 2025
Content/YouTube/Videos/7-10 Tone/LOG-102.mp3.md,11,day_month_year,14th April 2025,Uploaded 14th April 2025
Content/YouTube/Videos/7-10 Tone/LOG-103.mp4.md,12,day_month_year,15th April 2025,Uploaded 15th April 2025
Content/YouTube/Videos/7-10 Tone/LOG-10444444444444444444444.md,12,day_month_year,16th April 2025,Uploaded 16th April 2025.
Content/YouTube/Videos/7-10 Tone/LOG-109.MP.md,13,day_month_year,20th April 2025,Uploaded 20th April 2025
Content/YouTube/Videos/7-10 Tone/LOG-11.mp4.md,7,day_month_year,11th January 2025,Uploaded 11th January 2025
Content/YouTube/Videos/7-10 Tone/LOG-110.mp3.md,11,day_month_year,21st April 2025,Uploaded 21st April 2025
Content/YouTube/Videos/7-10 Tone/LOG-111.mp4.md,13,day_month_year,22nd April 2025,Uploaded 22nd April 2025
Content/YouTube/Videos/7-10 Tone/LOG-112.mp4.md,7,day_month_year,23rd April 2025,Uploaded 23rd April 2025
Content/YouTube/Videos/7-10 Tone/LOG-113.mp4.md,7,day_month_year,24th April 2025,Uploaded 24th April 2025
